tick,time_s,status,available_added,requested,granted,remaining
135,8100,1,0,0,0,0
136,8160,1,0,0,0,0
137,8220,1,0,0,0,0
138,8280,1,0,0,0,0
139,8340,1,0,0,0,0
140,8400,1,0,0,0,0
141,8460,1,0,0,0,0
142,8520,1,0,0,0,0
143,8580,1,0,0,0,0
144,8640,1,0,0,0,0
145,8700,1,0,1800,800,0
146,8760,1,0,1805,0,0
147,8820,1,0,1805,0,0
148,8880,1,0,1805,0,0
149,8940,1,0,1805,0,0
150,9000,1,0,1805,0,0
151,9060,1,0,1805,0,0
152,9120,1,0,1805,0,0
153,9180,1,0,1805,0,0
154,9240,1,0,1805,0,0
155,9300,1,0,1805,0,0
156,9360,1,0,1805,0,0
157,9420,1,0,1805,0,0
158,9480,1,0,1805,0,0
159,9540,1,0,1805,0,0
160,9600,1,0,1805,0,0
161,9660,1,0,1805,0,0
162,9720,1,0,1805,0,0
163,9780,1,0,1805,0,0
164,9840,1,0,1805,0,0
165,9900,1,878.454,1805,878.454,0
166,9960,1,935.136,1805,935.136,0
167,10020,1,991.438,1805,991.438,0
168,10080,1,1047.11,1805,1047.11,0
169,10140,1,1101.9,1805,1101.9,0
170,10200,1,1155.56,5,0,1155.56
171,10260,1,1207.87,0,0,1207.87
172,10320,1,1258.57,0,0,1258.57
173,10380,1,1307.45,0,0,1307.45
174,10440,1,1354.28,0,0,1354.28
175,10500,1,1398.87,0,0,1398.87
176,10560,1,1441,0,0,1441
177,10620,1,1480.49,0,0,1480.49
178,10680,1,1517.17,0,0,1517.17
179,10740,1,1550.87,0,0,1550.87
180,10800,1,1581.43,0,0,1581.43
181,10860,1,1608.74,0,0,1608.74
182,10920,1,1632.65,0,0,1632.65
183,10980,1,1653.07,0,0,1653.07
184,11040,1,1669.9,0,0,1669.9
185,11100,1,1683.07,0,0,1683.07
186,11160,1,1692.52,0,0,1692.52
187,11220,1,1698.2,0,0,1698.2
188,11280,1,1700.1,0,0,1700.1
189,11340,1,1698.2,0,0,1698.2
190,11400,1,1692.52,0,0,1692.52
191,11460,1,1683.07,0,0,1683.07
192,11520,1,1669.9,0,0,1669.9
193,11580,1,1653.07,0,0,1653.07
194,11640,1,1632.65,0,0,1632.65
195,11700,1,1608.74,0,0,1608.74
196,11760,1,1581.43,0,0,1581.43
197,11820,1,1550.87,0,0,1550.87
198,11880,1,1517.17,0,0,1517.17
199,11940,1,1480.49,0,0,1480.49
200,12000,1,1441,0,0,1441
201,12060,1,1398.87,0,0,1398.87
202,12120,1,1354.28,0,0,1354.28
203,12180,1,1307.45,0,0,1307.45
204,12240,1,1258.57,0,0,1258.57
205,12300,1,1207.87,0,0,1207.87
206,12360,1,1155.56,0,0,1155.56
207,12420,1,1101.9,0,0,1101.9
208,12480,1,1047.11,0,0,1047.11
209,12540,1,991.438,0,0,991.438
210,12600,1,935.136,0,0,935.136
211,12660,1,878.454,0,0,878.454
212,12720,1,0,0,0,0
213,12780,1,0,0,0,0
214,12840,1,0,0,0,0
215,12900,1,0,1308,1308,0
216,12960,1,0,1313,1313,0
217,13020,1,0,1313,1313,0
218,13080,1,0,1313,1313,0
219,13140,1,0,1313,1313,0
220,13200,1,0,1313,1313,0
221,13260,1,0,1313,527,0
222,13320,1,0,1313,0,0
223,13380,1,0,1313,0,0
224,13440,1,0,1313,0,0
225,13500,1,0,1313,0,0
226,13560,1,0,1313,0,0
227,13620,1,0,1313,0,0
228,13680,1,0,1313,0,0
229,13740,1,0,1313,0,0
230,13800,1,0,1313,0,0
231,13860,1,0,1313,0,0
232,13920,1,0,1313,0,0
233,13980,1,0,1313,0,0
234,14040,1,0,1313,0,0
235,14100,1,0,1313,0,0
236,14160,1,0,1313,0,0
237,14220,1,0,1313,0,0
238,14280,1,0,1313,0,0
239,14340,1,0,1313,0,0
240,14400,1,0,1313,0,0
241,14460,1,0,1313,0,0
242,14520,1,0,1313,0,0
243,14580,1,0,1313,0,0
244,14640,1,0,1313,0,0
245,14700,1,0,1313,0,0
246,14760,1,0,5,0,0
247,14820,1,0,0,0,0
248,14880,1,0,0,0,0
249,14940,1,0,0,0,0
250,15000,1,0,0,0,0
251,15060,1,0,0,0,0
252,15120,1,0,0,0,0
253,15180,1,0,0,0,0
254,15240,1,0,0,0,0
255,15300,1,0,0,0,0
256,15360,1,0,0,0,0
257,15420,1,0,0,0,0
258,15480,1,0,0,0,0
259,15540,1,878.454,0,0,878.454
260,15600,1,935.136,0,0,935.136
261,15660,1,991.438,0,0,991.438
262,15720,1,1047.11,0,0,1047.11
263,15780,1,1101.9,0,0,1101.9
264,15840,1,1155.56,0,0,1155.56
265,15900,1,1207.87,0,0,1207.87
266,15960,1,1258.57,0,0,1258.57
267,16020,1,1307.45,0,0,1307.45
268,16080,1,1354.28,0,0,1354.28
269,16140,1,1398.87,0,0,1398.87
270,16200,1,1441,0,0,1441
271,16260,1,1480.49,0,0,1480.49
272,16320,1,1517.17,0,0,1517.17
273,16380,1,1550.87,0,0,1550.87
274,16440,1,1581.43,0,0,1581.43
275,16500,1,1608.74,0,0,1608.74
276,16560,1,1632.65,0,0,1632.65
277,16620,1,1653.07,0,0,1653.07
278,16680,1,1669.9,0,0,1669.9
279,16740,1,1683.07,0,0,1683.07
280,16800,1,1692.52,0,0,1692.52
281,16860,1,1698.2,0,0,1698.2
282,16920,1,1700.1,0,0,1700.1
283,16980,1,1698.2,0,0,1698.2
284,17040,1,1692.52,0,0,1692.52
285,17100,1,1683.07,1740,1740,0
286,17160,1,1669.9,1745,1745,0
287,17220,1,1653.07,1745,1745,0
288,17280,1,1632.65,1745,1745,0
289,17340,1,1608.74,1745,1745,0
290,17400,1,1581.43,1745,1745,0
291,17460,1,1550.87,1745,1745,0
292,17520,1,1517.17,1745,1745,0
293,17580,1,1480.49,1745,1745,0
294,17640,1,1441,1745,1745,0
295,17700,1,1398.87,1745,1745,0
296,17760,1,1354.28,1745,1745,0
297,17820,1,1307.45,1745,1745,0
298,17880,1,1258.57,1745,1745,0
299,17940,1,1207.87,1745,1745,0
300,18000,1,1155.56,1745,1745,0
301,18060,1,1101.9,1745,1745,0
302,18120,1,1047.11,1745,1189.97,0
303,18180,1,991.438,1745,991.438,0
304,18240,1,935.136,1745,935.136,0
305,18300,1,878.454,1745,878.454,0
306,18360,1,0,1745,0,0
307,18420,1,0,1745,0,0
308,18480,1,0,1745,0,0
309,18540,1,0,1745,0,0
310,18600,1,0,1745,0,0
311,18660,1,0,1745,0,0
312,18720,1,0,5,0,0
313,18780,1,0,0,0,0
314,18840,1,0,0,0,0
315,18900,1,0,0,0,0
316,18960,1,0,0,0,0
317,19020,1,0,0,0,0
318,19080,1,0,0,0,0
319,19140,1,0,0,0,0
320,19200,1,0,0,0,0
321,19260,1,0,0,0,0
322,19320,1,0,0,0,0
323,19380,1,0,0,0,0
324,19440,1,0,0,0,0
325,19500,1,0,0,0,0
326,19560,1,0,0,0,0
327,19620,1,0,0,0,0
328,19680,1,0,0,0,0
329,19740,1,0,0,0,0
330,19800,1,0,0,0,0
331,19860,1,0,0,0,0
332,19920,1,0,0,0,0
333,19980,1,0,0,0,0
334,20040,1,0,0,0,0
335,20100,1,0,0,0,0
336,20160,1,0,0,0,0
337,20220,1,0,0,0,0
338,20280,1,0,0,0,0
339,20340,1,0,0,0,0
340,20400,1,0,0,0,0
341,20460,1,0,0,0,0
342,20520,1,0,0,0,0
343,20580,1,0,0,0,0
344,20640,1,0,0,0,0
345,20700,1,0,0,0,0
346,20760,1,0,0,0,0
347,20820,1,0,0,0,0
348,20880,1,0,0,0,0
349,20940,1,0,0,0,0
350,21000,1,0,0,0,0
351,21060,1,0,0,0,0
352,21120,1,0,0,0,0
353,21180,1,878.454,0,0,878.454
354,21240,1,935.136,0,0,935.136
355,21300,1,991.438,1476,1391.44,0
356,21360,1,1047.11,1481,1047.11,0
357,21420,1,1101.9,1481,1101.9,0
358,21480,1,1155.56,1481,1155.56,0
359,21540,1,1207.87,1481,1207.87,0
360,21600,1,1258.57,1481,1258.57,0
361,21660,1,1307.45,1481,1307.45,0
362,21720,1,1354.28,1481,1354.28,0
363,21780,1,1398.87,1481,1398.87,0
364,21840,1,1441,1481,1441,0
365,21900,1,1480.49,1481,1476,4.49137
366,21960,1,1517.17,1481,1480.49,41.1687
367,22020,1,1550.87,1481,1481,74.8665
368,22080,1,1581.43,1481,1481,105.434
369,22140,1,1608.74,1481,1481,132.736
370,22200,1,1632.65,1481,1481,156.648
371,22260,1,1653.07,1481,1481,177.066
372,22320,1,1669.9,1481,1481,193.897
373,22380,1,1683.07,1481,1481,207.066
374,22440,1,1692.52,1481,1481,216.515
375,22500,1,1698.2,1481,1481,222.202
376,22560,1,1700.1,1481,1481,224.1
377,22620,1,1698.2,1481,1481,222.202
378,22680,1,1692.52,1481,1481,216.515
379,22740,1,1683.07,1481,1481,207.066
380,22800,1,1669.9,1481,1481,193.897
381,22860,1,1653.07,1481,1481,177.066
382,22920,1,1632.65,1481,1481,156.648
383,22980,1,1608.74,1481,1481,132.736
384,23040,1,1581.43,1481,1481,105.434
385,23100,1,1550.87,1481,1481,74.8665
386,23160,1,1517.17,1481,1481,41.1687
387,23220,1,1480.49,1481,1481,4.49137
388,23280,1,1441,1481,1481,0
389,23340,1,1398.87,1481,1481,0
390,23400,1,1354.28,1481,1481,0
391,23460,1,1307.45,1481,1481,0
392,23520,1,1258.57,1481,1481,0
393,23580,1,1207.87,1481,1481,0
394,23640,1,1155.56,1481,1481,0
395,23700,1,1101.9,1481,1481,0
396,23760,1,1047.11,1481,1481,0
397,23820,1,991.438,1481,1481,0
398,23880,1,935.136,1481,1452.3,0
399,23940,1,878.454,1481,878.454,0
400,24000,1,0,1481,0,0
401,24060,1,0,1481,0,0
402,24120,1,0,1481,0,0
403,24180,1,0,1481,0,0
404,24240,1,0,1481,0,0
405,24300,1,0,1481,0,0
406,24360,1,0,1481,0,0
407,24420,1,0,1481,0,0
408,24480,1,0,1481,0,0
409,24540,1,0,5,0,0
410,24600,1,0,0,0,0
411,24660,1,0,0,0,0
412,24720,1,0,0,0,0
413,24780,1,0,0,0,0
414,24840,1,0,0,0,0
415,24900,1,0,0,0,0
416,24960,1,0,0,0,0
417,25020,1,0,0,0,0
418,25080,1,0,0,0,0
419,25140,1,0,0,0,0
420,25200,1,0,0,0,0
421,25260,1,0,0,0,0
422,25320,1,0,0,0,0
423,25380,1,0,0,0,0
424,25440,1,0,0,0,0
425,25500,1,0,1800,0,0
426,25560,1,0,1805,0,0
427,25620,1,0,1805,0,0
428,25680,1,0,1805,0,0
429,25740,1,0,1805,0,0
430,25800,1,0,1805,0,0
431,25860,1,0,1805,0,0
432,25920,1,0,1805,0,0
433,25980,1,0,1805,0,0
434,26040,1,0,1805,0,0
435,26100,1,0,1805,0,0
436,26160,1,0,1805,0,0
437,26220,1,0,1805,0,0
438,26280,1,0,1805,0,0
439,26340,1,0,1805,0,0
440,26400,1,0,1805,0,0
441,26460,1,0,1805,0,0
442,26520,1,0,1805,0,0
443,26580,1,0,1805,0,0
444,26640,1,0,1805,0,0
445,26700,1,0,1805,0,0
446,26760,1,0,1805,0,0
447,26820,1,878.454,1805,878.454,0
448,26880,1,935.136,1805,935.136,0
449,26940,1,991.438,1805,991.438,0
450,27000,1,1047.11,5,0,1047.11
451,27060,1,1101.9,0,0,1101.9
452,27120,1,1155.56,0,0,1155.56
453,27180,1,1207.87,0,0,1207.87
454,27240,1,1258.57,0,0,1258.57
455,27300,1,1307.45,0,0,1307.45
456,27360,1,1354.28,0,0,1354.28
457,27420,1,1398.87,0,0,1398.87
458,27480,1,1441,0,0,1441
459,27540,1,1480.49,0,0,1480.49
460,27600,1,1517.17,0,0,1517.17
461,27660,1,1550.87,0,0,1550.87
462,27720,1,1581.43,0,0,1581.43
463,27780,1,1608.74,0,0,1608.74
464,27840,1,1632.65,0,0,1632.65
465,27900,1,1653.07,0,0,1653.07
466,27960,1,1669.9,0,0,1669.9
467,28020,1,1683.07,0,0,1683.07
468,28080,1,1692.52,0,0,1692.52
469,28140,1,1698.2,0,0,1698.2
470,28200,1,1700.1,0,0,1700.1
471,28260,1,1698.2,0,0,1698.2
472,28320,1,1692.52,0,0,1692.52
473,28380,1,1683.07,0,0,1683.07
474,28440,1,1669.9,0,0,1669.9
475,28500,1,1653.07,0,0,1653.07
476,28560,1,1632.65,0,0,1632.65
477,28620,1,1608.74,0,0,1608.74
478,28680,1,1581.43,0,0,1581.43
479,28740,1,1550.87,0,0,1550.87
480,28800,1,1517.17,0,0,1517.17
481,28860,1,1480.49,0,0,1480.49
482,28920,1,1441,0,0,1441
483,28980,1,1398.87,0,0,1398.87
484,29040,1,1354.28,0,0,1354.28
485,29100,1,1307.45,0,0,1307.45
486,29160,1,1258.57,0,0,1258.57
487,29220,1,1207.87,0,0,1207.87
488,29280,1,1155.56,0,0,1155.56
489,29340,1,1101.9,0,0,1101.9
490,29400,1,1047.11,0,0,1047.11
491,29460,1,991.438,0,0,991.438
492,29520,1,935.136,0,0,935.136
493,29580,1,878.454,0,0,878.454
494,29640,1,0,0,0,0
495,29700,1,0,1344,1344,0
496,29760,1,0,1349,1349,0
497,29820,1,0,1349,1349,0
498,29880,1,0,1349,1349,0
499,29940,1,0,1349,1349,0
500,30000,1,0,1349,1349,0
501,30060,1,0,1349,711,0
502,30120,1,0,1349,1.06581e-13,0
503,30180,1,0,1349,0,0
504,30240,1,0,1349,0,0
505,30300,1,0,1349,0,0
506,30360,1,0,1349,0,0
507,30420,1,0,1349,0,0
508,30480,1,0,1349,0,0
509,30540,1,0,1349,0,0
510,30600,1,0,1349,0,0
511,30660,1,0,1349,0,0
512,30720,1,0,1349,0,0
513,30780,1,0,1349,0,0
514,30840,1,0,1349,0,0
515,30900,1,0,1349,0,0
516,30960,1,0,1349,0,0
517,31020,1,0,1349,0,0
518,31080,1,0,1349,0,0
519,31140,1,0,1349,0,0
520,31200,1,0,1349,0,0
521,31260,1,0,1349,0,0
522,31320,1,0,1349,0,0
523,31380,1,0,1349,0,0
524,31440,1,0,1349,0,0
525,31500,1,0,5,0,0
526,31560,1,0,0,0,0
527,31620,1,0,0,0,0
528,31680,1,0,0,0,0
529,31740,1,0,0,0,0
530,31800,1,0,0,0,0
531,31860,1,0,0,0,0
532,31920,1,0,0,0,0
533,31980,1,0,0,0,0
534,32040,1,0,0,0,0
535,32100,1,0,0,0,0
536,32160,1,0,0,0,0
537,32220,1,0,0,0,0
538,32280,1,0,0,0,0
539,32340,1,0,0,0,0
540,32400,1,0,0,0,0
541,32460,1,878.454,0,0,878.454
542,32520,1,935.136,0,0,935.136
543,32580,1,991.438,0,0,991.438
544,32640,1,1047.11,0,0,1047.11
545,32700,1,1101.9,0,0,1101.9
546,32760,1,1155.56,0,0,1155.56
547,32820,1,1207.87,0,0,1207.87
548,32880,1,1258.57,0,0,1258.57
549,32940,1,1307.45,0,0,1307.45
550,33000,1,1354.28,0,0,1354.28
551,33060,1,1398.87,0,0,1398.87
552,33120,1,1441,0,0,1441
553,33180,1,1480.49,0,0,1480.49
554,33240,1,1517.17,0,0,1517.17
555,33300,1,1550.87,0,0,1550.87
556,33360,1,1581.43,0,0,1581.43
557,33420,1,1608.74,0,0,1608.74
558,33480,1,1632.65,0,0,1632.65
559,33540,1,1653.07,0,0,1653.07
560,33600,1,1669.9,0,0,1669.9
561,33660,1,1683.07,0,0,1683.07
562,33720,1,1692.52,0,0,1692.52
563,33780,1,1698.2,0,0,1698.2
564,33840,1,1700.1,0,0,1700.1
565,33900,1,1698.2,1632,1632,66.2017
566,33960,1,1692.52,1637,1637,60.5154
567,34020,1,1683.07,1637,1637,51.0664
568,34080,1,1669.9,1637,1637,37.897
569,34140,1,1653.07,1637,1637,21.066
570,34200,1,1632.65,1637,1637,0.648436
571,34260,1,1608.74,1637,1637,0
572,34320,1,1581.43,1637,1637,0
573,34380,1,1550.87,1637,1637,0
574,34440,1,1517.17,1637,1637,0
575,34500,1,1480.49,1637,1637,0
576,34560,1,1441,1637,1637,0
577,34620,1,1398.87,1637,1637,0
578,34680,1,1354.28,1637,1637,0
579,34740,1,1307.45,1637,1637,0
580,34800,1,1258.57,1637,1637,0
581,34860,1,1207.87,1637,1637,0
582,34920,1,1155.56,1637,1637,0
