tick,time_s,status,charge_Wh,capacity_Wh
214,12840,1,41.0048,1000
215,12900,1,18.9215,1000
216,12960,1,0,1000
217,13020,1,0,1000
218,13080,1,0,1000
219,13140,1,0,1000
220,13200,1,0,1000
221,13260,1,0,1000
222,13320,1,0,1000
223,13380,1,0,1000
224,13440,1,0,1000
225,13500,1,0,1000
226,13560,1,0,1000
227,13620,1,0,1000
228,13680,1,0,1000
229,13740,1,0,1000
230,13800,1,0,1000
231,13860,1,0,1000
232,13920,1,0,1000
233,13980,1,0,1000
234,14040,1,0,1000
235,14100,1,0,1000
236,14160,1,0,1000
237,14220,1,0,1000
238,14280,1,0,1000
239,14340,1,0,1000
240,14400,1,0,1000
241,14460,1,0,1000
242,14520,1,0,1000
243,14580,1,0,1000
244,14640,1,0,1000
245,14700,1,0,1000
246,14760,1,0,1000
247,14820,1,0,1000
248,14880,1,0,1000
249,14940,1,0,1000
250,15000,1,0,1000
251,15060,1,0,1000
252,15120,1,0,1000
253,15180,1,0,1000
254,15240,1,0,1000
255,15300,1,0,1000
256,15360,1,0,1000
257,15420,1,0,1000
258,15480,1,0,1000
259,15540,1,0,1000
260,15600,1,3.33333,1000
261,15660,1,6.66667,1000
262,15720,1,10,1000
263,15780,1,13.3333,1000
264,15840,1,16.6667,1000
265,15900,1,20,1000
266,15960,1,23.3333,1000
267,16020,1,26.6667,1000
268,16080,1,30,1000
269,16140,1,33.3333,1000
270,16200,1,36.6667,1000
271,16260,1,40,1000
272,16320,1,43.3333,1000
273,16380,1,46.6667,1000
274,16440,1,50,1000
275,16500,1,53.3333,1000
276,16560,1,56.6667,1000
277,16620,1,60,1000
278,16680,1,63.3333,1000
279,16740,1,66.6667,1000
280,16800,1,70,1000
281,16860,1,73.3333,1000
282,16920,1,76.6667,1000
283,16980,1,80,1000
284,17040,1,83.3333,1000
285,17100,1,86.6667,1000
286,17160,1,86.2344,1000
287,17220,1,85.5827,1000
288,17280,1,84.6505,1000
289,17340,1,83.378,1000
290,17400,1,81.7069,1000
291,17460,1,79.5808,1000
292,17520,1,76.9452,1000
293,17580,1,73.7481,1000
294,17640,1,69.9396,1000
295,17700,1,65.4729,1000
296,17760,1,60.304,1000
297,17820,1,54.392,1000
298,17880,1,47.6995,1000
299,17940,1,40.1923,1000
300,18000,1,31.84,1000
301,18060,1,22.6161,1000
302,18120,1,12.4978,1000
303,18180,1,1.46624,1000
304,18240,1,0,1000
305,18300,1,0,1000
306,18360,1,0,1000
307,18420,1,0,1000
308,18480,1,0,1000
309,18540,1,0,1000
310,18600,1,0,1000
311,18660,1,0,1000
312,18720,1,0,1000
313,18780,1,0,1000
314,18840,1,0,1000
315,18900,1,0,1000
316,18960,1,0,1000
317,19020,1,0,1000
318,19080,1,0,1000
319,19140,1,0,1000
320,19200,1,0,1000
321,19260,1,0,1000
322,19320,1,0,1000
323,19380,1,0,1000
324,19440,1,0,1000
325,19500,1,0,1000
326,19560,1,0,1000
327,19620,1,0,1000
328,19680,1,0,1000
329,19740,1,0,1000
330,19800,1,0,1000
331,19860,1,0,1000
332,19920,1,0,1000
333,19980,1,0,1000
334,20040,1,0,1000
335,20100,1,0,1000
336,20160,1,0,1000
337,20220,1,0,1000
338,20280,1,0,1000
339,20340,1,0,1000
340,20400,1,0,1000
341,20460,1,0,1000
342,20520,1,0,1000
343,20580,1,0,1000
344,20640,1,0,1000
345,20700,1,0,1000
346,20760,1,0,1000
347,20820,1,0,1000
348,20880,1,0,1000
349,20940,1,0,1000
350,21000,1,0,1000
351,21060,1,0,1000
352,21120,1,0,1000
353,21180,1,0,1000
354,21240,1,3.33333,1000
355,21300,1,6.66667,1000
356,21360,1,10,1000
357,21420,1,13.3333,1000
358,21480,1,16.6667,1000
359,21540,1,20,1000
360,21600,1,23.3333,1000
361,21660,1,26.6667,1000
362,21720,1,30,1000
363,21780,1,33.3333,1000
364,21840,1,36.6667,1000
365,21900,1,40,1000
366,21960,1,43.3333,1000
367,22020,1,46.6667,1000
368,22080,1,50,1000
369,22140,1,53.3333,1000
370,22200,1,56.6667,1000
371,22260,1,60,1000
372,22320,1,63.3333,1000
373,22380,1,66.6667,1000
374,22440,1,70,1000
375,22500,1,73.3333,1000
376,22560,1,76.5833,1000
377,22620,1,79.8333,1000
378,22680,1,83.0833,1000
379,22740,1,86.3333,1000
380,22800,1,89.5833,1000
381,22860,1,92.8333,1000
382,22920,1,96.0833,1000
383,22980,1,99.3333,1000
384,23040,1,102.583,1000
385,23100,1,105.833,1000
386,23160,1,109.083,1000
387,23220,1,112.333,1000
388,23280,1,115.583,1000
389,23340,1,118.833,1000
390,23400,1,121.464,1000
391,23460,1,123.352,1000
392,23520,1,124.46,1000
393,23580,1,124.753,1000
394,23640,1,124.2,1000
395,23700,1,122.777,1000
396,23760,1,120.458,1000
397,23820,1,117.227,1000
398,23880,1,113.067,1000
399,23940,1,107.97,1000
400,24000,1,101.927,1000
401,24060,1,81.2438,1000
402,24120,1,60.5605,1000
403,24180,1,60.5605,1000
404,24240,1,60.5605,1000
405,24300,1,60.5605,1000
406,24360,1,60.5605,1000
407,24420,1,60.5605,1000
408,24480,1,60.5605,1000
409,24540,1,60.5605,1000
410,24600,1,60.5605,1000
411,24660,1,60.5605,1000
412,24720,1,60.5605,1000
413,24780,1,60.5605,1000
414,24840,1,60.5605,1000
415,24900,1,60.5605,1000
416,24960,1,60.5605,1000
417,25020,1,60.5605,1000
418,25080,1,60.5605,1000
419,25140,1,60.5605,1000
420,25200,1,60.5605,1000
421,25260,1,60.5605,1000
422,25320,1,60.5605,1000
423,25380,1,60.5605,1000
424,25440,1,60.5605,1000
425,25500,1,60.5605,1000
426,25560,1,60.5605,1000
427,25620,1,60.5605,1000
428,25680,1,60.5605,1000
429,25740,1,60.5605,1000
430,25800,1,60.5605,1000
431,25860,1,60.5605,1000
432,25920,1,60.5605,1000
433,25980,1,60.5605,1000
434,26040,1,60.5605,1000
435,26100,1,60.5605,1000
436,26160,1,60.5605,1000
437,26220,1,60.5605,1000
438,26280,1,60.5605,1000
439,26340,1,60.5605,1000
440,26400,1,60.5605,1000
441,26460,1,60.5605,1000
442,26520,1,60.5605,1000
443,26580,1,60.5605,1000
444,26640,1,60.5605,1000
445,26700,1,60.5605,1000
446,26760,1,60.5605,1000
447,26820,1,60.5605,1000
448,26880,1,63.8938,1000
449,26940,1,67.2272,1000
450,27000,1,70.5605,1000
451,27060,1,73.8938,1000
452,27120,1,77.2272,1000
453,27180,1,80.5605,1000
454,27240,1,83.8938,1000
455,27300,1,87.2272,1000
456,27360,1,90.5605,1000
457,27420,1,93.8938,1000
458,27480,1,97.2272,1000
459,27540,1,100.561,1000
460,27600,1,103.894,1000
461,27660,1,107.227,1000
462,27720,1,110.561,1000
463,27780,1,113.894,1000
464,27840,1,117.227,1000
465,27900,1,120.561,1000
466,27960,1,120.628,1000
467,28020,1,120.977,1000
468,28080,1,121.544,1000
469,28140,1,122.27,1000
470,28200,1,123.09,1000
471,28260,1,123.941,1000
472,28320,1,124.761,1000
473,28380,1,125.487,1000
474,28440,1,126.054,1000
475,28500,1,126.403,1000
476,28560,1,126.47,1000
477,28620,1,126.198,1000
478,28680,1,125.527,1000
479,28740,1,124.401,1000
480,28800,1,122.765,1000
481,28860,1,120.568,1000
482,28920,1,117.759,1000
483,28980,1,114.293,1000
484,29040,1,110.124,1000
485,29100,1,105.212,1000
486,29160,1,99.5194,1000
487,29220,1,93.0122,1000
488,29280,1,85.6599,1000
489,29340,1,77.436,1000
490,29400,1,68.3177,1000
491,29460,1,58.2862,1000
492,29520,1,47.3268,1000
493,29580,1,35.4291,1000
494,29640,1,22.5866,1000
495,29700,1,0,1000
496,29760,1,0,1000
497,29820,1,0,1000
498,29880,1,0,1000
499,29940,1,0,1000
500,30000,1,0,1000
501,30060,1,0,1000
502,30120,1,0,1000
503,30180,1,0,1000
504,30240,1,0,1000
505,30300,1,0,1000
506,30360,1,0,1000
507,30420,1,0,1000
508,30480,1,0,1000
509,30540,1,0,1000
510,30600,1,0,1000
511,30660,1,0,1000
512,30720,1,0,1000
513,30780,1,0,1000
514,30840,1,0,1000
515,30900,1,0,1000
516,30960,1,0,1000
517,31020,1,0,1000
518,31080,1,0,1000
519,31140,1,0,1000
520,31200,1,0,1000
521,31260,1,0,1000
522,31320,1,0,1000
523,31380,1,0,1000
524,31440,1,0,1000
525,31500,1,0,1000
526,31560,1,0,1000
527,31620,1,0,1000
528,31680,1,0,1000
529,31740,1,0,1000
530,31800,1,0,1000
531,31860,1,0,1000
532,31920,1,0,1000
533,31980,1,0,1000
534,32040,1,0,1000
535,32100,1,0,1000
536,32160,1,0,1000
537,32220,1,0,1000
538,32280,1,0,1000
539,32340,1,0,1000
540,32400,1,0,1000
541,32460,1,0,1000
542,32520,1,3.33333,1000
543,32580,1,6.66667,1000
544,32640,1,10,1000
545,32700,1,13.3333,1000
546,32760,1,16.6667,1000
547,32820,1,20,1000
548,32880,1,23.3333,1000
549,32940,1,26.6667,1000
550,33000,1,30,1000
551,33060,1,33.3333,1000
552,33120,1,36.6667,1000
553,33180,1,40,1000
554,33240,1,43.3333,1000
555,33300,1,46.6667,1000
556,33360,1,48.4311,1000
557,33420,1,50.705,1000
558,33480,1,53.4339,1000
559,33540,1,56.5614,1000
560,33600,1,59.8114,1000
561,33660,1,63.0614,1000
562,33720,1,66.3114,1000
563,33780,1,69.5614,1000
564,33840,1,72.8114,1000
565,33900,1,76.0614,1000
566,33960,1,79.3114,1000
567,34020,1,82.5614,1000
568,34080,1,85.8114,1000
569,34140,1,89.0614,1000
570,34200,1,92.3114,1000
571,34260,1,95.4389,1000
572,34320,1,98.1678,1000
573,34380,1,100.442,1000
574,34440,1,102.206,1000
575,34500,1,103.409,1000
576,34560,1,104.001,1000
577,34620,1,103.934,1000
578,34680,1,103.165,1000
579,34740,1,101.653,1000
580,34800,1,99.3604,1000
581,34860,1,96.2532,1000
582,34920,1,92.301,1000
583,34980,1,87.477,1000
584,35040,1,81.7587,1000
585,35100,1,75.1272,1000
586,35160,1,67.5678,1000
587,35220,1,59.0701,1000
588,35280,1,49.6277,1000
589,35340,1,25.5443,1000
590,35400,1,1.46099,1000
591,35460,1,0,1000
592,35520,1,0,1000
593,35580,1,0,1000
594,35640,1,0,1000
595,35700,1,0,1000
596,35760,1,0,1000
597,35820,1,0,1000
598,35880,1,0,1000
599,35940,1,0,1000
600,36000,1,0,1000
601,36060,1,0,1000
602,36120,1,0,1000
603,36180,1,0,1000
604,36240,1,0,1000
605,36300,1,0,1000
606,36360,1,0,1000
607,36420,1,0,1000
608,36480,1,0,1000
609,36540,1,0,1000
610,36600,1,0,1000
611,36660,1,0,1000
612,36720,1,0,1000
613,36780,1,0,1000
614,36840,1,0,1000
615,36900,1,0,1000
616,36960,1,0,1000
617,37020,1,0,1000
618,37080,1,0,1000
619,37140,1,0,1000
620,37200,1,0,1000
621,37260,1,0,1000
622,37320,1,0,1000
623,37380,1,0,1000
624,37440,1,0,1000
625,37500,1,0,1000
626,37560,1,0,1000
627,37620,1,0,1000
628,37680,1,0,1000
629,37740,1,0,1000
630,37800,1,0,1000
631,37860,1,0,1000
632,37920,1,0,1000
633,37980,1,0,1000
634,38040,1,0,1000
635,38100,1,0,1000
636,38160,1,3.33333,1000
637,38220,1,6.66667,1000
638,38280,1,10,1000
639,38340,1,13.3333,1000
640,38400,1,16.6667,1000
641,38460,1,20,1000
642,38520,1,23.3333,1000
643,38580,1,26.6667,1000
644,38640,1,30,1000
645,38700,1,33.3333,1000
646,38760,1,26.9644,1000
647,38820,1,21.2977,1000
648,38880,1,16.2893,1000
649,38940,1,11.8921,1000
650,39000,1,8.05652,1000
651,39060,1,4.73042,1000
652,39120,1,1.85935,1000
653,39180,1,0,1000
654,39240,1,0,1000
655,39300,1,0,1000
656,39360,1,0,1000
657,39420,1,0,1000
658,39480,1,0,1000
659,39540,1,0,1000
660,39600,1,0,1000
661,39660,1,0,1000
662,39720,1,0,1000
663,39780,1,0,1000
664,39840,1,0,1000
665,39900,1,0,1000
666,39960,1,3.33333,1000
667,40020,1,6.66667,1000
668,40080,1,10,1000
669,40140,1,13.3333,1000
670,40200,1,16.6667,1000
671,40260,1,20,1000
672,40320,1,23.3333,1000
673,40380,1,26.6667,1000
674,40440,1,30,1000
675,40500,1,33.3333,1000
676,40560,1,36.6667,1000
677,40620,1,40,1000
678,40680,1,43.3333,1000
679,40740,1,46.6667,1000
680,40800,1,50,1000
681,40860,1,53.3333,1000
682,40920,1,56.6667,1000
683,40980,1,56.6667,1000
684,41040,1,56.6667,1000
685,41100,1,56.6667,1000
686,41160,1,56.6667,1000
687,41220,1,56.6667,1000
688,41280,1,56.6667,1000
689,41340,1,56.6667,1000
690,41400,1,56.6667,1000
691,41460,1,56.6667,1000
692,41520,1,56.6667,1000
693,41580,1,56.6667,1000
694,41640,1,56.6667,1000
695,41700,1,56.6667,1000
696,41760,1,56.6667,1000
697,41820,1,56.6667,1000
698,41880,1,56.6667,1000
699,41940,1,56.6667,1000
700,42000,1,56.6667,1000
701,42060,1,56.6667,1000
702,42120,1,56.6667,1000
703,42180,1,56.6667,1000
704,42240,1,56.6667,1000
705,42300,1,56.6667,1000
706,42360,1,56.6667,1000
707,42420,1,56.6667,1000
708,42480,1,56.6667,1000
709,42540,1,56.6667,1000
710,42600,1,56.6667,1000
711,42660,1,56.6667,1000
712,42720,1,56.6667,1000
713,42780,1,56.6667,1000
714,42840,1,56.6667,1000
715,42900,1,56.6667,1000
716,42960,1,56.6667,1000
717,43020,1,56.6667,1000
718,43080,1,56.6667,1000
719,43140,1,56.6667,1000
720,43200,1,56.6667,1000
721,43260,1,56.6667,1000
722,43320,1,56.6667,1000
723,43380,1,56.6667,1000
724,43440,1,56.6667,1000
725,43500,1,56.6667,1000
726,43560,1,56.6667,1000
727,43620,1,56.6667,1000
728,43680,1,56.6667,1000
729,43740,1,56.6667,1000
730,43800,1,60,1000
731,43860,1,63.3333,1000
732,43920,1,66.6667,1000
733,43980,1,70,1000
734,44040,1,73.3333,1000
735,44100,1,76.6667,1000
736,44160,1,73.9144,1000
737,44220,1,72.0072,1000
738,44280,1,70.9147,1000
739,44340,1,70.6027,1000
740,44400,1,71.0338,1000
741,44460,1,72.1671,1000
742,44520,1,73.9587,1000
743,44580,1,76.3615,1000
744,44640,1,79.3259,1000
745,44700,1,82.5759,1000
746,44760,1,85.8259,1000
747,44820,1,89.0759,1000
748,44880,1,92.3259,1000
749,44940,1,95.5759,1000
750,45000,1,98.8259,1000
751,45060,1,102.076,1000
752,45120,1,105.326,1000
753,45180,1,108.576,1000
754,45240,1,111.826,1000
755,45300,1,115.076,1000
756,45360,1,118.326,1000
757,45420,1,121.576,1000
758,45480,1,124.826,1000
759,45540,1,128.076,1000
760,45600,1,131.326,1000
761,45660,1,134.576,1000
762,45720,1,137.54,1000
763,45780,1,139.943,1000
764,45840,1,141.735,1000
765,45900,1,142.868,1000
766,45960,1,143.299,1000
767,46020,1,142.987,1000
768,46080,1,141.895,1000
769,46140,1,139.987,1000
770,46200,1,137.235,1000
771,46260,1,133.611,1000
772,46320,1,129.093,1000
773,46380,1,123.661,1000
774,46440,1,117.302,1000
775,46500,1,110.004,1000
776,46560,1,101.762,1000
777,46620,1,78.8785,1000
778,46680,1,55.9952,1000
779,46740,1,33.1118,1000
780,46800,1,10.2285,1000
781,46860,1,0,1000
782,46920,1,0,1000
783,46980,1,0,1000
784,47040,1,0,1000
785,47100,1,0,1000
786,47160,1,0,1000
787,47220,1,0,1000
788,47280,1,0,1000
789,47340,1,0,1000
790,47400,1,0,1000
791,47460,1,0,1000
792,47520,1,0,1000
793,47580,1,0,1000
794,47640,1,0,1000
795,47700,1,0,1000
796,47760,1,0,1000
797,47820,1,0,1000
798,47880,1,0,1000
799,47940,1,0,1000
800,48000,1,0,1000
801,48060,1,0,1000
802,48120,1,0,1000
803,48180,1,0,1000
804,48240,1,0,1000
805,48300,1,0,1000
806,48360,1,0,1000
807,48420,1,0,1000
808,48480,1,0,1000
809,48540,1,0,1000
810,48600,1,0,1000
811,48660,1,0,1000
812,48720,1,0,1000
813,48780,1,0,1000
814,48840,1,0,1000
815,48900,1,0,1000
816,48960,1,0,1000
817,49020,1,0,1000
818,49080,1,0,1000
819,49140,1,0,1000
820,49200,1,0,1000
821,49260,1,0,1000
822,49320,1,0,1000
823,49380,1,0,1000
824,49440,1,3.33333,1000
825,49500,1,6.66667,1000
826,49560,1,0,1000
827,49620,1,0,1000
828,49680,1,0,1000
829,49740,1,0,1000
830,49800,1,0,1000
831,49860,1,0,1000
832,49920,1,0,1000
833,49980,1,0,1000
834,50040,1,0,1000
835,50100,1,0,1000
836,50160,1,0,1000
837,50220,1,0,1000
838,50280,1,0,1000
839,50340,1,0,1000
840,50400,1,0,1000
841,50460,1,0,1000
842,50520,1,0,1000
843,50580,1,0,1000
844,50640,1,0.167774,1000
845,50700,1,0.493031,1000
846,50760,1,0.91306,1000
847,50820,1,4.24639,1000
848,50880,1,7.57973,1000
849,50940,1,10.9131,1000
850,51000,1,14.2464,1000
851,51060,1,17.5797,1000
852,51120,1,20.9131,1000
853,51180,1,24.2464,1000
854,51240,1,27.5797,1000
855,51300,1,30.9131,1000
856,51360,1,34.2464,1000
857,51420,1,37.5797,1000
858,51480,1,40.9131,1000
859,51540,1,44.2464,1000
860,51600,1,47.5797,1000
861,51660,1,50.9131,1000
862,51720,1,54.2464,1000
863,51780,1,57.5797,1000
864,51840,1,60.9131,1000
865,51900,1,64.2464,1000
866,51960,1,67.5797,1000
867,52020,1,70.9131,1000
868,52080,1,74.2464,1000
869,52140,1,77.5797,1000
870,52200,1,80.9131,1000
871,52260,1,80.9131,1000
872,52320,1,80.9131,1000
873,52380,1,80.9131,1000
874,52440,1,80.9131,1000
875,52500,1,80.9131,1000
876,52560,1,80.9131,1000
877,52620,1,80.9131,1000
878,52680,1,80.9131,1000
879,52740,1,80.9131,1000
880,52800,1,80.9131,1000
881,52860,1,80.9131,1000
882,52920,1,80.9131,1000
883,52980,1,80.9131,1000
884,53040,1,80.9131,1000
885,53100,1,80.9131,1000
886,53160,1,80.9131,1000
887,53220,1,80.9131,1000
888,53280,1,80.9131,1000
889,53340,1,80.9131,1000
890,53400,1,80.9131,1000
891,53460,1,80.9131,1000
892,53520,1,80.9131,1000
893,53580,1,80.9131,1000
894,53640,1,80.9131,1000
895,53700,1,80.9131,1000
896,53760,1,80.9131,1000
897,53820,1,80.9131,1000
898,53880,1,80.9131,1000
899,53940,1,80.9131,1000
900,54000,1,80.9131,1000
901,54060,1,80.9131,1000
902,54120,1,80.9131,1000
903,54180,1,80.9131,1000
904,54240,1,80.9131,1000
905,54300,1,80.9131,1000
906,54360,1,80.9131,1000
907,54420,1,80.9131,1000
908,54480,1,80.9131,1000
909,54540,1,80.9131,1000
910,54600,1,80.9131,1000
911,54660,1,80.9131,1000
912,54720,1,80.9131,1000
913,54780,1,80.9131,1000
914,54840,1,80.9131,1000
915,54900,1,80.9131,1000
916,54960,1,59.2297,1000
917,55020,1,37.5464,1000
918,55080,1,30.504,1000
919,55140,1,24.4062,1000
920,55200,1,19.2469,1000
921,55260,1,15.0154,1000
922,55320,1,11.697,1000
923,55380,1,9.27308,1000
924,55440,1,7.72084,1000
925,55500,1,7.01365,1000
926,55560,1,7.1211,1000
927,55620,1,8.00914,1000
928,55680,1,9.64024,1000
929,55740,1,11.9735,1000
930,55800,1,14.9651,1000
931,55860,1,18.2151,1000
932,55920,1,21.4651,1000
933,55980,1,24.7151,1000
934,56040,1,27.9651,1000
935,56100,1,31.2151,1000
936,56160,1,34.4651,1000
937,56220,1,37.7151,1000
938,56280,1,40.9651,1000
939,56340,1,44.2151,1000
940,56400,1,47.4651,1000
941,56460,1,50.7151,1000
942,56520,1,53.9651,1000
943,56580,1,57.2151,1000
944,56640,1,60.4651,1000
945,56700,1,63.7151,1000
946,56760,1,66.9651,1000
947,56820,1,70.2151,1000
948,56880,1,73.4651,1000
949,56940,1,76.7151,1000
950,57000,1,79.9651,1000
951,57060,1,83.2151,1000
952,57120,1,86.2066,1000
953,57180,1,88.5399,1000
954,57240,1,90.171,1000
955,57300,1,91.059,1000
956,57360,1,91.1665,1000
957,57420,1,90.4593,1000
958,57480,1,88.9071,1000
959,57540,1,86.4831,1000
960,57600,1,83.1648,1000
961,57660,1,78.9333,1000
962,57720,1,73.7739,1000
963,57780,1,67.6762,1000
964,57840,1,60.6337,1000
965,57900,1,38.9504,1000
966,57960,1,17.2671,1000
967,58020,1,0,1000
968,58080,1,0,1000
969,58140,1,0,1000
970,58200,1,0,1000
971,58260,1,0,1000
972,58320,1,0,1000
973,58380,1,0,1000
974,58440,1,0,1000
975,58500,1,0,1000
976,58560,1,0,1000
977,58620,1,0,1000
978,58680,1,0,1000
979,58740,1,0,1000
980,58800,1,0,1000
981,58860,1,0,1000
982,58920,1,0,1000
983,58980,1,0,1000
984,59040,1,0,1000
985,59100,1,0,1000
986,59160,1,0,1000
987,59220,1,0,1000
988,59280,1,0,1000
989,59340,1,0,1000
990,59400,1,0,1000
991,59460,1,0,1000
992,59520,1,0,1000
993,59580,1,0,1000
994,59640,1,0,1000
995,59700,1,0,1000
996,59760,1,0,1000
997,59820,1,0,1000
998,59880,1,0,1000
999,59940,1,0,1000
1000,60000,1,0,1000
