tick,time_s,requested_w,received_w
335,20100,0,0
336,20160,0,0
337,20220,0,0
338,20280,0,0
339,20340,0,0
340,20400,0,0
341,20460,0,0
342,20520,0,0
343,20580,0,0
344,20640,0,0
345,20700,0,0
346,20760,0,0
347,20820,0,0
348,20880,0,0
349,20940,0,0
350,21000,0,0
351,21060,0,0
352,21120,0,0
353,21180,0,0
354,21240,0,0
355,21300,0,0
356,21360,0,0
357,21420,0,0
358,21480,0,0
359,21540,0,0
360,21600,0,0
361,21660,0,0
362,21720,0,0
363,21780,0,0
364,21840,0,0
365,21900,0,0
366,21960,0,0
367,22020,0,0
368,22080,0,0
369,22140,0,0
370,22200,0,0
371,22260,0,0
372,22320,0,0
373,22380,0,0
374,22440,0,0
375,22500,1236,1236
376,22560,1236,1236
377,22620,1236,1236
378,22680,1236,1236
379,22740,1236,1236
380,22800,1236,1236
381,22860,1236,1236
382,22920,1236,1236
383,22980,1236,1236
384,23040,1236,1236
385,23100,1236,1236
386,23160,1236,1236
387,23220,1236,1236
388,23280,1236,1236
389,23340,1236,1236
390,23400,1236,1236
391,23460,1236,1236
392,23520,1236,1236
393,23580,1236,1236
394,23640,1236,1236
395,23700,1236,1236
396,23760,1236,1236
397,23820,1236,1236
398,23880,1236,1236
399,23940,1236,1236
400,24000,1236,1236
401,24060,1236,1236
402,24120,0,0
403,24180,0,0
404,24240,0,0
405,24300,0,0
406,24360,0,0
407,24420,0,0
408,24480,0,0
409,24540,0,0
410,24600,0,0
411,24660,0,0
412,24720,0,0
413,24780,0,0
414,24840,0,0
415,24900,0,0
416,24960,0,0
417,25020,0,0
418,25080,0,0
419,25140,0,0
420,25200,0,0
421,25260,0,0
422,25320,0,0
423,25380,0,0
424,25440,0,0
425,25500,0,0
426,25560,0,0
427,25620,0,0
428,25680,0,0
429,25740,0,0
430,25800,0,0
431,25860,0,0
432,25920,0,0
433,25980,0,0
434,26040,0,0
435,26100,0,0
436,26160,0,0
437,26220,0,0
438,26280,0,0
439,26340,0,0
440,26400,0,0
441,26460,0,0
442,26520,0,0
443,26580,0,0
444,26640,0,0
445,26700,0,0
446,26760,0,0
447,26820,0,0
448,26880,0,0
449,26940,0,0
450,27000,0,0
451,27060,0,0
452,27120,0,0
453,27180,0,0
454,27240,0,0
455,27300,0,0
456,27360,0,0
457,27420,0,0
458,27480,0,0
459,27540,0,0
460,27600,0,0
461,27660,0,0
462,27720,0,0
463,27780,0,0
464,27840,0,0
465,27900,1644,1644
466,27960,1644,1644
467,28020,1644,1644
468,28080,1644,1644
469,28140,1644,1644
470,28200,1644,1644
471,28260,1644,1644
472,28320,1644,1644
473,28380,1644,1644
474,28440,1644,1644
475,28500,1644,1644
476,28560,1644,1644
477,28620,1644,1644
478,28680,1644,1644
479,28740,1644,1644
480,28800,1644,1644
481,28860,1644,1644
482,28920,1644,1644
483,28980,1644,1644
484,29040,1644,1644
485,29100,1644,1644
486,29160,1644,1644
487,29220,1644,1644
488,29280,1644,1644
489,29340,1644,1644
490,29400,1644,1644
491,29460,1644,1644
492,29520,1644,1644
493,29580,1644,1644
494,29640,1644,1355.2
495,29700,1644,0
496,29760,1644,0
497,29820,1644,0
498,29880,1644,0
499,29940,0,0
500,30000,0,0
501,30060,0,0
502,30120,0,0
503,30180,0,0
504,30240,0,0
505,30300,0,0
506,30360,0,0
507,30420,0,0
508,30480,0,0
509,30540,0,0
510,30600,0,0
511,30660,0,0
512,30720,0,0
513,30780,0,0
514,30840,0,0
515,30900,0,0
516,30960,0,0
517,31020,0,0
518,31080,0,0
519,31140,0,0
520,31200,0,0
521,31260,0,0
522,31320,0,0
523,31380,0,0
524,31440,0,0
525,31500,0,0
526,31560,0,0
527,31620,0,0
528,31680,0,0
529,31740,0,0
530,31800,0,0
531,31860,0,0
532,31920,0,0
533,31980,0,0
534,32040,0,0
535,32100,0,0
536,32160,0,0
537,32220,0,0
538,32280,0,0
539,32340,0,0
540,32400,0,0
541,32460,0,0
542,32520,0,0
543,32580,0,0
544,32640,0,0
545,32700,0,0
546,32760,0,0
547,32820,0,0
548,32880,0,0
549,32940,0,0
550,33000,0,0
551,33060,0,0
552,33120,0,0
553,33180,0,0
554,33240,0,0
555,33300,1440,1440
556,33360,1440,1440
557,33420,1440,1440
558,33480,1440,1440
559,33540,1440,1440
560,33600,1440,1440
561,33660,1440,1440
562,33720,1440,1440
563,33780,1440,1440
564,33840,1440,1440
565,33900,1440,1440
566,33960,1440,1440
567,34020,1440,1440
568,34080,1440,1440
569,34140,1440,1440
570,34200,1440,1440
571,34260,1440,1440
572,34320,1440,1440
573,34380,1440,1440
574,34440,1440,1440
575,34500,1440,1440
576,34560,1440,1440
577,34620,1440,1440
578,34680,1440,1440
579,34740,1440,1440
580,34800,1440,1440
581,34860,1440,1440
582,34920,1440,1440
583,34980,1440,1440
584,35040,1440,1440
585,35100,1440,1440
586,35160,1440,1440
587,35220,1440,1440
588,35280,1440,1440
589,35340,1440,1440
590,35400,1440,87.6592
591,35460,1440,0
592,35520,1440,0
593,35580,1440,0
594,35640,1440,0
595,35700,0,0
596,35760,0,0
597,35820,0,0
598,35880,0,0
599,35940,0,0
600,36000,0,0
601,36060,0,0
602,36120,0,0
603,36180,0,0
604,36240,0,0
605,36300,0,0
606,36360,0,0
607,36420,0,0
608,36480,0,0
609,36540,0,0
610,36600,0,0
611,36660,0,0
612,36720,0,0
613,36780,0,0
614,36840,0,0
615,36900,0,0
616,36960,0,0
617,37020,0,0
618,37080,0,0
619,37140,0,0
620,37200,0,0
621,37260,0,0
622,37320,0,0
623,37380,0,0
624,37440,0,0
625,37500,0,0
626,37560,0,0
627,37620,0,0
628,37680,0,0
629,37740,0,0
630,37800,0,0
631,37860,0,0
632,37920,0,0
633,37980,0,0
634,38040,0,0
635,38100,0,0
636,38160,0,0
637,38220,0,0
638,38280,0,0
639,38340,0,0
640,38400,0,0
641,38460,0,0
642,38520,0,0
643,38580,0,0
644,38640,0,0
645,38700,1776,1776
646,38760,1776,1776
647,38820,1776,1776
648,38880,1776,1776
649,38940,1776,1776
650,39000,1776,1776
651,39060,1776,1776
652,39120,1776,1744.21
653,39180,1776,1653.07
654,39240,1776,1669.9
655,39300,1776,1683.07
656,39360,1776,1692.52
657,39420,1776,1698.2
658,39480,1776,1700.1
659,39540,1776,1698.2
660,39600,1776,1692.52
661,39660,1776,1683.07
662,39720,1776,1669.9
663,39780,1776,1653.07
664,39840,1776,1632.65
665,39900,0,0
666,39960,0,0
667,40020,0,0
668,40080,0,0
669,40140,0,0
670,40200,0,0
671,40260,0,0
672,40320,0,0
673,40380,0,0
674,40440,0,0
675,40500,0,0
676,40560,0,0
677,40620,0,0
678,40680,0,0
679,40740,0,0
680,40800,0,0
681,40860,0,0
682,40920,0,0
683,40980,0,0
684,41040,0,0
685,41100,0,0
686,41160,0,0
687,41220,0,0
688,41280,0,0
689,41340,0,0
690,41400,0,0
691,41460,0,0
692,41520,0,0
693,41580,0,0
694,41640,0,0
695,41700,0,0
696,41760,0,0
697,41820,0,0
698,41880,0,0
699,41940,0,0
700,42000,0,0
701,42060,0,0
702,42120,0,0
703,42180,0,0
704,42240,0,0
705,42300,0,0
706,42360,0,0
707,42420,0,0
708,42480,0,0
709,42540,0,0
710,42600,0,0
711,42660,0,0
712,42720,0,0
713,42780,0,0
714,42840,0,0
715,42900,0,0
716,42960,0,0
717,43020,0,0
718,43080,0,0
719,43140,0,0
720,43200,0,0
721,43260,0,0
722,43320,0,0
723,43380,0,0
724,43440,0,0
725,43500,0,0
726,43560,0,0
727,43620,0,0
728,43680,0,0
729,43740,0,0
730,43800,0,0
731,43860,0,0
732,43920,0,0
733,43980,0,0
734,44040,0,0
735,44100,1368,1368
736,44160,1368,1368
737,44220,1368,1368
738,44280,1368,1368
739,44340,1368,1368
740,44400,1368,1368
741,44460,1368,1368
742,44520,1368,1368
743,44580,1368,1368
744,44640,1368,1368
745,44700,1368,1368
746,44760,1368,1368
747,44820,1368,1368
748,44880,1368,1368
749,44940,1368,1368
750,45000,1368,1368
751,45060,1368,1368
752,45120,1368,1368
753,45180,1368,1368
754,45240,1368,1368
755,45300,1368,1368
756,45360,1368,1368
757,45420,1368,1368
758,45480,1368,1368
759,45540,1368,1368
760,45600,1368,1368
761,45660,1368,1368
762,45720,1368,1368
763,45780,1368,1368
764,45840,1368,1368
765,45900,1368,1368
766,45960,1368,1368
767,46020,1368,1368
768,46080,1368,1368
769,46140,1368,1368
770,46200,1368,1368
771,46260,1368,1368
772,46320,1368,1368
773,46380,1368,1368
774,46440,1368,1368
775,46500,1368,1368
776,46560,1368,1368
777,46620,1368,1368
778,46680,1368,1368
779,46740,1368,1368
780,46800,1368,613.71
781,46860,1368,0
782,46920,1368,0
783,46980,1368,0
784,47040,1368,0
785,47100,0,0
786,47160,0,0
787,47220,0,0
788,47280,0,0
789,47340,0,0
790,47400,0,0
791,47460,0,0
792,47520,0,0
793,47580,0,0
794,47640,0,0
795,47700,0,0
796,47760,0,0
797,47820,0,0
798,47880,0,0
799,47940,0,0
800,48000,0,0
801,48060,0,0
802,48120,0,0
803,48180,0,0
804,48240,0,0
805,48300,0,0
806,48360,0,0
807,48420,0,0
808,48480,0,0
809,48540,0,0
810,48600,0,0
811,48660,0,0
812,48720,0,0
813,48780,0,0
814,48840,0,0
815,48900,0,0
816,48960,0,0
817,49020,0,0
818,49080,0,0
819,49140,0,0
820,49200,0,0
821,49260,0,0
822,49320,0,0
823,49380,0,0
824,49440,0,0
825,49500,1668,1391.44
826,49560,1668,1047.11
827,49620,1668,1101.9
828,49680,1668,1155.56
829,49740,1668,1207.87
830,49800,1668,1258.57
831,49860,1668,1307.45
832,49920,1668,1354.28
833,49980,1668,1398.87
834,50040,1668,1441
835,50100,1668,1480.49
836,50160,1668,1517.17
837,50220,1668,1550.87
838,50280,1668,1581.43
839,50340,1668,1608.74
840,50400,1668,1632.65
841,50460,1668,1653.07
842,50520,1668,1668
843,50580,1668,1668
844,50640,1668,1668
845,50700,1668,1668
846,50760,0,0
847,50820,0,0
848,50880,0,0
849,50940,0,0
850,51000,0,0
851,51060,0,0
852,51120,0,0
853,51180,0,0
854,51240,0,0
855,51300,0,0
856,51360,0,0
857,51420,0,0
858,51480,0,0
859,51540,0,0
860,51600,0,0
861,51660,0,0
862,51720,0,0
863,51780,0,0
864,51840,0,0
865,51900,0,0
866,51960,0,0
867,52020,0,0
868,52080,0,0
869,52140,0,0
870,52200,0,0
871,52260,0,0
872,52320,0,0
873,52380,0,0
874,52440,0,0
875,52500,0,0
876,52560,0,0
877,52620,0,0
878,52680,0,0
879,52740,0,0
880,52800,0,0
881,52860,0,0
882,52920,0,0
883,52980,0,0
884,53040,0,0
885,53100,0,0
886,53160,0,0
887,53220,0,0
888,53280,0,0
889,53340,0,0
890,53400,0,0
891,53460,0,0
892,53520,0,0
893,53580,0,0
894,53640,0,0
895,53700,0,0
896,53760,0,0
897,53820,0,0
898,53880,0,0
899,53940,0,0
900,54000,0,0
901,54060,0,0
902,54120,0,0
903,54180,0,0
904,54240,0,0
905,54300,0,0
906,54360,0,0
907,54420,0,0
908,54480,0,0
909,54540,0,0
910,54600,0,0
911,54660,0,0
912,54720,0,0
913,54780,0,0
914,54840,0,0
915,54900,1296,1296
916,54960,1296,1296
917,55020,1296,1296
918,55080,1296,1296
919,55140,1296,1296
920,55200,1296,1296
921,55260,1296,1296
922,55320,1296,1296
923,55380,1296,1296
924,55440,1296,1296
925,55500,1296,1296
926,55560,1296,1296
927,55620,1296,1296
928,55680,1296,1296
929,55740,1296,1296
930,55800,1296,1296
931,55860,1296,1296
932,55920,1296,1296
933,55980,1296,1296
934,56040,1296,1296
935,56100,1296,1296
936,56160,1296,1296
937,56220,1296,1296
938,56280,1296,1296
939,56340,1296,1296
940,56400,1296,1296
941,56460,1296,1296
942,56520,1296,1296
943,56580,1296,1296
944,56640,1296,1296
945,56700,1296,1296
946,56760,1296,1296
947,56820,1296,1296
948,56880,1296,1296
949,56940,1296,1296
950,57000,1296,1296
951,57060,1296,1296
952,57120,1296,1296
953,57180,1296,1296
954,57240,1296,1296
955,57300,1296,1296
956,57360,1296,1296
957,57420,1296,1296
958,57480,1296,1296
959,57540,1296,1296
960,57600,1296,1296
961,57660,1296,1296
962,57720,1296,1296
963,57780,1296,1296
964,57840,1296,1296
965,57900,1296,1296
966,57960,1296,1036.02
967,58020,1296,0
968,58080,1296,0
969,58140,1296,0
970,58200,1296,0
971,58260,0,0
972,58320,0,0
973,58380,0,0
974,58440,0,0
975,58500,0,0
976,58560,0,0
977,58620,0,0
978,58680,0,0
979,58740,0,0
980,58800,0,0
981,58860,0,0
982,58920,0,0
983,58980,0,0
984,59040,0,0
985,59100,0,0
986,59160,0,0
987,59220,0,0
988,59280,0,0
989,59340,0,0
990,59400,0,0
991,59460,0,0
992,59520,0,0
993,59580,0,0
994,59640,0,0
995,59700,0,0
996,59760,0,0
997,59820,0,0
998,59880,0,0
999,59940,0,0
1000,60000,0,0
